Universal ACDC v.1.38
importing alife objects...
importing alife objects from file alife_l07_military.ltx...
team 0, squad 0, group 0, mil_bloodsucker_normal
team 0, squad 5, group 3, bar_ecolog_crush_1
team 0, squad 5, group 3, bar_ecolog_crush_2
team 0, squad 5, group 3, bar_ecolog_crush_3
team 0, squad 5, group 3, bar_ecolog_crush_4
team 0, squad 5, group 3, bar_ecolog_crush_dead
team 0, squad 5, group 3, bar_ecolog_crush_dead_0000
team 0, squad 5, group 3, bar_ecolog_crush_dead_0001
team 0, squad 5, group 3, bar_ecolog_crush_dead_0002
team 0, squad 5, group 3, bar_ecolog_crush_dead_0003
team 0, squad 5, group 3, bar_ecolog_professor
team 0, squad 5, group 7, bar_freedom_attacker_0000
team 0, squad 5, group 7, bar_freedom_attacker_0001
team 0, squad 5, group 7, bar_freedom_attacker_0002
team 0, squad 5, group 7, bar_freedom_attacker_0003
team 0, squad 5, group 7, bar_freedom_attacker_1
team 0, squad 5, group 7, bar_freedom_attacker_10
team 0, squad 5, group 7, bar_freedom_attacker_11
team 0, squad 5, group 7, bar_freedom_attacker_12
team 0, squad 5, group 7, bar_freedom_attacker_2
team 0, squad 5, group 7, bar_freedom_attacker_3
team 0, squad 5, group 7, bar_freedom_attacker_4
team 0, squad 5, group 7, bar_freedom_attacker_5
team 0, squad 5, group 7, bar_freedom_attacker_6
team 0, squad 5, group 7, bar_freedom_attacker_7
team 0, squad 5, group 7, bar_freedom_attacker_8
team 0, squad 5, group 7, bar_freedom_attacker_9
team 0, squad 5, group 7, bar_freedom_attacker_commander
team 0, squad 5, group 7, bar_spy_killer_2
team 0, squad 5, group 7, bar_spy_killers_1
team 0, squad 5, group 7, bar_spy_killers_2
team 0, squad 0, group 0, rostok_dead_stalker_0000
team 0, squad 0, group 0, rostok_dead_stalker_01
team 0, squad 0, group 0, rostok_dead_stalker_02
team 0, squad 0, group 0, rostok_dead_stalker_03
team 0, squad 5, group 0, rostok_stalker
team 0, squad 0, group 0, rostok_stalker_0000
team 6, squad 6, group 1, rostok_stalker_0001
team 6, squad 6, group 1, rostok_stalker_0002
team 6, squad 6, group 1, rostok_stalker_0003
team 6, squad 6, group 1, rostok_stalker_0004
team 0, squad 0, group 0, rostok_stalker_zombied
team 0, squad 0, group 0, rostok_stalker_zombied_0000
team 0, squad 0, group 0, rostok_stalker_zombied_0001
team 0, squad 0, group 0, rostok_stalker_zombied_0003
team 0, squad 0, group 0, rostok_stalker_zombied_0004
team 0, squad 0, group 0, rostok_stalker_zombied_0005
team 0, squad 0, group 0, rostok_stalker_zombied_0006
importing alife objects from file alife_l03u_agr_underground.ltx...
team 3, squad 5, group 1, kat2_m_controller_old_0000
team 0, squad 6, group 2, kat_m_bloodsucker_e
team 0, squad 4, group 2, kat_bandit
team 0, squad 4, group 2, kat_bandit_0000
team 0, squad 4, group 2, kat_bandit_0001
team 0, squad 4, group 2, kat_bandit_0002
team 0, squad 4, group 2, kat_bandit_0003
team 0, squad 4, group 2, kat_bandit_0004
team 0, squad 4, group 2, kat_bandit_0005
team 0, squad 4, group 2, kat_bandit_0006
team 0, squad 4, group 1, kat_soldier_0000
team 0, squad 4, group 1, kat_soldier_0001
team 0, squad 4, group 1, kat_soldier_0002
team 0, squad 4, group 1, kat_soldier_0006
team 0, squad 4, group 1, kat_soldier_0007
team 0, squad 4, group 1, kat_soldier_0008
team 0, squad 4, group 1, kat_soldier_0009
team 0, squad 4, group 1, kat_soldier_0010
team 0, squad 4, group 1, kat_soldier_0011
team 0, squad 4, group 1, kat_soldier_0012
team 0, squad 4, group 1, kat_soldier_0013
team 0, squad 0, group 0, kat_stalker
importing alife objects from file alife_l08u_brainlab.ltx...
team 0, squad 0, group 0, x16_m_controller_e
team 0, squad 7, group 7, x16_home_snork_0000
team 0, squad 0, group 0, x16_snork_normal_0001
team 0, squad 0, group 0, x16_snork_normal_0009
team 0, squad 0, group 0, x16_snork_normal_0012
team 0, squad 0, group 0, x16_home_snork_0002
team 0, squad 0, group 0, x16_home_snork_0013
team 0, squad 1, group 0, x16_gribnik
team 0, squad 1, group 0, x16_leshyi
team 0, squad 0, group 0, x16_stalker_ghost
team 0, squad 0, group 0, x16_exozombied
team 8, squad 1, group 4, x16_exozombied_0000
team 0, squad 0, group 0, x16_stalker_zombied
team 0, squad 0, group 0, x16_stalker_zombied_0000
team 0, squad 0, group 0, x16_stalker_zombied_0001
team 0, squad 0, group 0, x16_stalker_zombied_0002
team 0, squad 0, group 0, x16_stalker_zombied_0003
team 0, squad 0, group 0, x16_zombied_0000
team 8, squad 1, group 9, x16_zombied_0001
team 8, squad 1, group 7, x16_zombied_0003
team 0, squad 0, group 0, x16_zombied_0004
team 0, squad 0, group 0, x16_zombied_0005
team 0, squad 0, group 0, x16_zombied_0007
team 8, squad 1, group 7, x16_zombied_0009
team 0, squad 0, group 0, x16_zombied_0013
team 0, squad 0, group 0, x16_zombied_0017
team 0, squad 0, group 0, x16_zombied_0018
team 0, squad 0, group 0, x16_zombied_0019
team 0, squad 0, group 0, x16_zombied_0021
team 8, squad 1, group 9, x16_zombied_0027
team 8, squad 1, group 9, x16_zombied_0028
team 8, squad 1, group 5, x16_zombied_stalker_0001
team 0, squad 0, group 0, factory_zombie_strong_0013
team 0, squad 0, group 0, factory_zombie_strong_0014
team 0, squad 0, group 0, factory_zombie_strong_0015
team 0, squad 0, group 0, factory_zombie_strong_0016
team 0, squad 0, group 0, factory_zombie_strong_0017
importing alife objects from file alife_k01_darkscape_ogse.ltx...
team 0, squad 0, group 0, ds_boar_0001
team 0, squad 0, group 0, ds_boar_0002
team 0, squad 0, group 0, ds_boar_0004
team 0, squad 0, group 0, ds_boar_0005
team 0, squad 0, group 0, ds_boar_0008
team 0, squad 0, group 0, ds_boar_0011
team 0, squad 0, group 0, ds_boar_0013
team 0, squad 0, group 0, ds_boar_0003
team 0, squad 0, group 0, ds_dog_0001
team 0, squad 0, group 0, ds_dog_0002
team 0, squad 0, group 0, ds_dog_0003
team 0, squad 0, group 0, ds_dog_0004
team 0, squad 0, group 0, ds_dog_0005
team 0, squad 0, group 0, ds_dog_0006
team 0, squad 0, group 0, ds_dog_0007
team 0, squad 0, group 0, ds_dog_0008
team 0, squad 0, group 0, ds_flesh_0001
team 0, squad 0, group 0, ds_flesh_0004
team 0, squad 0, group 0, ds_flesh_0006
team 0, squad 0, group 0, ds_flesh_0008
team 0, squad 0, group 0, ds_flesh_0011
team 0, squad 0, group 0, ds_flesh_0019
team 0, squad 0, group 0, ds_flesh_0025
team 0, squad 0, group 0, ds_flesh_0028
team 0, squad 0, group 0, ds_flesh_0026
team 0, squad 0, group 0, ds_flesh_0024
team 0, squad 0, group 0, ds_flesh_0027
team 0, squad 0, group 0, ds_flesh_0003
team 0, squad 0, group 0, ds_flesh_0007
team 0, squad 0, group 0, ds_flesh_0009
team 0, squad 1, group 2, iskatel_ahmet
team 0, squad 1, group 2, iskatel_bacha
team 0, squad 1, group 2, iskatel_dusty
team 0, squad 1, group 2, iskatel_shaman
team 0, squad 1, group 2, iskatel_yuriy
team 0, squad 1, group 2, ds_glavar
team 0, squad 1, group 2, ds_nalet_band_1
team 0, squad 1, group 2, ds_nalet_band_2
team 0, squad 1, group 2, ds_nalet_band_3
team 0, squad 1, group 2, ds_nalet_band_4
team 0, squad 1, group 2, ds_nalet_band_5
team 0, squad 1, group 2, ds_nalet_band_6
team 0, squad 1, group 2, ds_nalet_band_7
team 0, squad 1, group 2, ds_nalet_band_8
team 0, squad 1, group 2, ds_patruln
team 0, squad 1, group 2, ds_shesterka
team 0, squad 1, group 2, ds_telohr_1
team 0, squad 1, group 2, ds_telohr_2
team 0, squad 0, group 0, dar_dez_btr
team 0, squad 0, group 0, dar_dez_uaz
team 0, squad 0, group 0, dar_dolg_gaz66
team 0, squad 0, group 0, ds_m_crow
team 0, squad 0, group 0, ds_m_crow_0002
team 0, squad 0, group 0, ds_m_crow_0003
team 0, squad 0, group 0, ds_m_crow_0004
team 0, squad 0, group 0, ds_m_crow_0005
team 0, squad 0, group 0, ds_m_crow_0006
team 0, squad 0, group 0, ds_m_crow_0007
team 0, squad 0, group 0, ds_m_crow_0008
team 0, squad 0, group 0, ds_m_crow_0009
team 0, squad 0, group 0, ds_m_crow_0010
team 0, squad 0, group 0, ds_m_crow_0011
team 0, squad 0, group 0, ds_m_crow_0012
team 0, squad 0, group 0, ds_m_crow_0013
team 0, squad 0, group 0, ds_m_crow_0014
team 0, squad 0, group 0, ds_m_crow_0015
team 0, squad 0, group 0, ds_m_crow_0016
team 0, squad 0, group 0, ds_m_crow_0017
team 0, squad 0, group 0, ds_m_crow_0018
team 0, squad 0, group 0, ds_m_crow_0019
team 0, squad 0, group 0, ds_m_crow_0020
team 0, squad 0, group 0, ds_m_crow_0021
team 0, squad 0, group 0, ds_m_crow_0022
team 0, squad 0, group 0, ds_m_crow_0023
team 0, squad 0, group 0, ds_m_crow_0024
team 0, squad 0, group 0, ds_m_crow_0025
team 0, squad 0, group 0, ds_m_crow_0026
team 0, squad 0, group 0, ds_m_crow_0027
team 0, squad 0, group 0, ds_m_crow_0028
team 0, squad 0, group 0, ds_m_crow_0029
team 0, squad 0, group 0, ds_m_crow_0030
team 0, squad 1, group 2, bratstvo_agent_1
team 0, squad 1, group 2, bratstvo_cleaner
team 0, squad 1, group 2, bratstvo_lider
team 0, squad 1, group 2, bratstvo_orujeinik
team 0, squad 1, group 2, bratstvo_vrach
team 0, squad 1, group 2, ds_hunter
team 0, squad 0, group 0, ds_bloodsucker_strong
team 0, squad 1, group 1, darkscape_zombie_0000
team 0, squad 1, group 1, darkscape_zombie_0001
team 0, squad 1, group 1, darkscape_zombie_0002
team 0, squad 0, group 0, ds_dead_ecolog_1
team 0, squad 0, group 0, ds_dead_ecolog_2
team 0, squad 1, group 2, fourth_neutral
team 0, squad 1, group 0, yan_ecolog_preobr
importing alife objects from file alife_l04_darkvalley.ltx...
team 0, squad 6, group 1, val_sos_bs
team 0, squad 0, group 0, val_dog_strong
team 4, squad 1, group 1, val_dog_weak_0000
team 4, squad 1, group 1, val_dog_weak
team 0, squad 3, group 3, val_flesh_normal
team 15, squad 6, group 1, val_bs_victim
team 0, squad 0, group 0, val_chase_car_0000
team 0, squad 0, group 0, val_chase_car_0001
team 0, squad 0, group 0, val_m_crow
team 0, squad 0, group 0, val_m_crow0000
team 0, squad 0, group 0, val_m_crow0001
team 0, squad 0, group 0, val_m_crow0002
team 0, squad 0, group 0, val_m_crow0003
team 0, squad 0, group 0, val_m_crow0004
team 0, squad 0, group 0, val_m_crow0005
team 0, squad 0, group 0, val_m_crow0006
team 0, squad 0, group 0, val_m_crow0007
team 0, squad 0, group 0, val_m_crow0008
team 0, squad 0, group 0, val_m_crow0009
team 0, squad 0, group 0, val_m_crow0010
team 0, squad 0, group 0, val_m_crow0011
team 0, squad 0, group 0, val_m_crow0012
team 0, squad 0, group 0, val_m_crow0013
team 0, squad 0, group 0, val_m_crow0014
team 0, squad 0, group 0, val_m_crow0015
team 0, squad 0, group 0, val_m_crow0016
team 0, squad 0, group 0, val_m_crow0017
team 0, squad 0, group 0, val_m_crow0018
team 0, squad 0, group 0, val_m_crow0019
team 0, squad 0, group 0, val_m_crow0020
team 0, squad 0, group 0, val_m_crow0021
team 0, squad 0, group 0, val_m_crow0022
team 0, squad 0, group 0, val_m_crow0023
team 0, squad 0, group 0, val_m_crow0024
team 0, squad 0, group 0, val_m_crow0025
team 0, squad 0, group 0, val_m_crow0026
team 0, squad 0, group 0, val_m_crow0027
team 0, squad 0, group 0, val_m_crow0028
team 0, squad 0, group 0, val_m_crow0029
team 0, squad 0, group 0, val_m_crow0030
team 0, squad 0, group 0, val_m_crow0031
team 0, squad 0, group 0, val_m_crow0032
team 0, squad 0, group 0, val_m_crow0033
team 0, squad 0, group 0, val_m_crow0034
team 0, squad 0, group 0, val_m_crow0035
team 0, squad 0, group 0, val_m_crow0036
team 0, squad 0, group 0, val_m_crow0037
team 0, squad 0, group 0, val_m_crow0038
team 0, squad 0, group 0, val_m_crow0039
team 0, squad 0, group 0, val_m_crow0040
team 0, squad 0, group 0, val_m_crow0041
team 0, squad 0, group 0, val_m_crow0042
team 0, squad 0, group 0, val_m_crow0043
team 0, squad 0, group 0, val_m_crow0044
team 0, squad 0, group 0, val_m_crow0045
team 0, squad 0, group 0, val_m_crow0046
team 0, squad 0, group 0, val_m_crow0047
team 0, squad 0, group 0, val_m_crow0048
team 0, squad 0, group 0, val_m_crow0049
team 0, squad 0, group 0, val_m_crow0050
team 0, squad 0, group 0, val_m_crow0051
team 0, squad 0, group 0, val_m_crow0052
team 0, squad 0, group 0, val_m_crow0053
team 0, squad 0, group 0, val_m_crow0054
team 0, squad 0, group 0, val_m_crow0055
team 0, squad 0, group 0, val_m_crow0056
team 0, squad 0, group 0, val_m_crow0057
team 0, squad 0, group 0, val_m_crow0058
team 0, squad 0, group 0, val_m_crow0059
team 0, squad 21, group 21, val_pseudodog_normal
team 0, squad 21, group 22, val_pseudodog_normal_0000
team 4, squad 6, group 3, bar_kvest_friend_of_barman_dead_bandit_near_pda
team 4, squad 6, group 3, bar_kvest_friend_of_barman_dead_stalker_near_pda
team 0, squad 0, group 0, sim_stalker_fraer
team 0, squad 6, group 4, val_bandit_rpg_dead
team 4, squad 6, group 1, val_bs_killer1
team 4, squad 6, group 1, val_bs_killer2
team 4, squad 6, group 2, val_death_bandir_last_request
team 4, squad 6, group 3, val_escort_bandit1_dead
team 4, squad 6, group 3, val_escort_bandit2_dead
team 4, squad 6, group 3, val_escort_bandit_halfdead
team 0, squad 6, group 2, val_escort_captive
team 0, squad 6, group 8, val_escort_guard1
team 0, squad 6, group 8, val_escort_guard2
team 0, squad 6, group 2, val_escort_nap1
team 2, squad 6, group 1, val_exit1_ambush_soldier1
team 2, squad 6, group 1, val_exit1_ambush_soldier2
team 2, squad 6, group 1, val_exit1_ambush_soldier3
team 2, squad 6, group 1, val_exit1_ambush_soldier4
team 0, squad 1, group 2, val_freedom_enemy_1
team 0, squad 1, group 2, val_freedom_enemy_2
team 0, squad 1, group 2, val_freedom_enemy_3
team 0, squad 1, group 2, val_freedom_enemy_4
team 0, squad 1, group 2, val_freedom_enemy_5
team 0, squad 1, group 2, val_freedom_enemy_6
team 0, squad 1, group 2, val_freedom_enemy_commander
team 0, squad 0, group 0, val_kocherga
team 4, squad 6, group 2, val_lager_bandit01
team 4, squad 6, group 2, val_lager_bandit02
team 4, squad 6, group 2, val_lager_bandit03
team 4, squad 6, group 2, val_lager_bandit04
team 4, squad 6, group 2, val_lager_bandit05
team 4, squad 6, group 2, val_lager_bandit06
team 4, squad 6, group 2, val_lager_bandit07
team 4, squad 6, group 2, val_lager_bandit08
team 4, squad 6, group 2, val_lager_bandit09
team 4, squad 6, group 2, val_lager_bandit10
team 4, squad 6, group 2, val_lager_bandit11
team 4, squad 6, group 2, val_lager_bandit12
team 4, squad 6, group 2, val_lager_bandit13
team 4, squad 6, group 2, val_lager_bandit14
team 4, squad 6, group 2, val_lager_bandit15
team 4, squad 6, group 2, val_lager_bandit16
team 4, squad 6, group 2, val_lager_bandit16_0000
team 4, squad 6, group 2, val_lager_bandit17
team 4, squad 6, group 2, val_lager_bandit18
team 4, squad 6, group 2, val_lager_bandit19
team 4, squad 6, group 2, val_lager_bandit20
team 4, squad 6, group 2, val_lager_bandits_bodyguard1
team 4, squad 6, group 2, val_lager_bandits_bodyguard2
team 4, squad 6, group 2, val_lager_bandits_bodyguard3
team 4, squad 6, group 2, val_lager_bandits_borov
team 0, squad 6, group 1, val_prisoner_captive
team 0, squad 6, group 15, val_raid_g01_soldier_0000
team 0, squad 6, group 15, val_raid_g01_soldier_0001
team 0, squad 6, group 15, val_raid_g01_soldier_0002
team 0, squad 6, group 1, val_raid_g02_soldier_0004
team 0, squad 6, group 1, val_raid_g02_soldier_0005
team 0, squad 6, group 1, val_raid_g02_soldier_0006
team 0, squad 6, group 1, val_raid_g03_soldier_0008
team 0, squad 6, group 1, val_raid_g03_soldier_0009
team 0, squad 6, group 15, val_raid_g04_soldier_0001
team 0, squad 6, group 15, val_raid_g04_soldier_0002
team 0, squad 6, group 2, val_raid_g05_soldier_0010
team 0, squad 6, group 2, val_raid_g05_soldier_0011
team 0, squad 6, group 2, val_raid_g06_soldier_0012
team 0, squad 6, group 2, val_raid_g06_soldier_0013
team 0, squad 6, group 2, val_raid_g07_soldier_0014
team 0, squad 6, group 2, val_raid_g07_soldier_0015
team 0, squad 6, group 2, val_raid_g08_soldier_0016
team 0, squad 6, group 2, val_raid_g08_soldier_0017
team 0, squad 6, group 2, val_raid_g09_soldier_0018
team 0, squad 6, group 2, val_raid_g09_soldier_0019
team 0, squad 6, group 2, val_raid_g09_soldier_0020
team 0, squad 6, group 15, val_raid_g10_soldier_0001
team 0, squad 6, group 1, val_rob_guard1
team 0, squad 6, group 1, val_rob_guard2
team 0, squad 6, group 1, val_rob_helper1
team 0, squad 6, group 1, val_rob_helper2
team 0, squad 6, group 1, val_rob_leader
team 0, squad 6, group 2, val_sacrifice_guard1
team 0, squad 6, group 2, val_sacrifice_guard2
team 4, squad 6, group 2, val_sacrifice_tunnel_bandit
team 5, squad 6, group 2, val_sacrifice_victim
team 0, squad 6, group 1, val_sos_dead1
team 0, squad 6, group 1, val_sos_dead2
team 0, squad 6, group 1, val_sos_wounded
team 2, squad 6, group 1, val_stalker
team 2, squad 6, group 1, val_stalker_0000
team 0, squad 1, group 2, val_stalker_ferma_quest_last_request_orlov
team 4, squad 6, group 2, val_unknown_stalker_quest_last_request
team 4, squad 6, group 2, val_watchtower1_bandit_sniper
team 4, squad 6, group 2, val_watchtower2_bandit_guard
team 4, squad 6, group 2, val_watchtower3_bandit_guard
team 4, squad 6, group 2, val_watchtower4_bandit_guard
team 4, squad 6, group 2, val_watchtower5_bandit_guard
team 0, squad 6, group 16, val_x18_exit_base_bandit_0000
team 0, squad 6, group 16, val_x18_exit_base_bandit_0001
team 0, squad 6, group 16, val_x18_exit_base_bandit_0002
team 0, squad 6, group 16, val_x18_exit_base_bandit_0003
team 0, squad 6, group 16, val_x18_exit_base_bandit_0004
team 0, squad 6, group 16, val_x18_exit_base_bandit_0005
team 0, squad 6, group 16, val_x18_exit_base_bandit_0006
importing artefact spawn places data...
importing way objects from file way_k01_darkscape_ogse.ltx...
importing way objects from file way_l01_escape.ltx...
importing way objects from file way_l02_garbage.ltx...
importing way objects from file way_l03_agroprom.ltx...
importing way objects from file way_l03u_agr_underground.ltx...
importing way objects from file way_l04_darkvalley.ltx...
importing way objects from file way_l04u_labx18.ltx...
importing way objects from file way_l05_bar.ltx...
importing way objects from file way_l06_rostok.ltx...
importing way objects from file way_l07_military.ltx...
importing way objects from file way_l08_yantar.ltx...
importing way objects from file way_l08u_brainlab.ltx...
importing way objects from file way_l09_deadcity_ogse.ltx...
importing way objects from file way_l10_radar.ltx...
importing way objects from file way_l10u_bunker.ltx...
importing way objects from file way_l11_pripyat.ltx...
importing way objects from file way_l12_stancia.ltx...
importing way objects from file way_l12_stancia_2.ltx...
importing way objects from file way_l12u_control_monolith.ltx...
importing way objects from file way_l12u_sarcofag.ltx...
importing way objects from file way_l13_generators_ogse.ltx...
importing way objects from file way_l22_marsh.ltx...
importing way objects from file way_l23_x9.ltx...
writing sources...
writing header...
writing alife objects...
writing artefact spawn places...
writing way objects...
writing graph...
done!
